job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary_available,avg_salary,city,skills_list
JP Morgan Chase - Client Data Analyst (4-8 yrs),JP Morgan Chase,4-8 Yrs,4.0,8.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,3.0,iimjobs,4.1,5300.0,"Banking, KYC, Banking Operations",No,0.0,Hyderabad,"['Banking', 'Kyc', 'Banking Operations']"
Data Analyst - Bangalore,Schneider Electric,5-10 Yrs,5.0,10.0,₹ 8 - 16L/yr,800000.0,1600000.0,"Bangalore / Bengaluru, Bangalore Rural",4.0,Naukri,4.2,3500.0,"ERP, SAP, Data Analysis",Yes,1200000.0,Bengaluru,"['Erp', 'Sap', 'Data Analysis']"
Senior IT ATLAS Data Analyst and Integration Specialist,SAP Labs India Pvt. Ltd.,7-11 Yrs,7.0,11.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,7.0,Naukri,4.3,1500.0,"data quality, Data analysis, quality management",No,0.0,Bengaluru,"['Data Quality', 'Data Analysis', 'Quality Management']"
Consultant Data Analyst,Pfizer,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,Mumbai,3.0,Naukri,4.1,1700.0,"Power Bi, Commercial Operations, Data Management",No,0.0,Mumbai,"['Power Bi', 'Commercial Operations', 'Data Management']"
Senior Data Analyst - Retail Liabilities,IDFC FIRST Bank,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Mumbai,5.0,Naukri,4.5,2300.0,"Test strategy, Analytical, Manager Technology",No,0.0,Mumbai,"['Test Strategy', 'Analytical', 'Manager Technology']"
JP Morgan Chase - Client Data Analyst (4-9 yrs),JP Morgan Chase,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,7.0,iimjobs,4.1,5300.0,"KYC, AML, Banking",No,0.0,Hyderabad,"['Kyc', 'Aml', 'Banking']"
Principal Business Data Analyst,GlaxoSmithKline Pharmaceuticals Limited,5-9 Yrs,5.0,9.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,2.0,Naukri,4.2,1600.0,"Procurement, Relationship management, Computer science",No,0.0,Bengaluru,"['Procurement', 'Relationship Management', 'Computer Science']"
"SENIOR, DATA ANALYST",Walmart Labs,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,2.0,Naukri,4.0,2100.0,"Supply chain, Data analysis, Data modeling",No,0.0,Bengaluru,"['Supply Chain', 'Data Analysis', 'Data Modeling']"
Data Analysts in Supply chain planning,Hewlett-Packard,6-8 Yrs,6.0,8.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,5.0,Naukri,4.2,3500.0,"Power Bi, Supply chain Planning, Tableau",No,0.0,Bengaluru,"['Power Bi', 'Supply Chain Planning', 'Tableau']"
Data Analyst CX,IDFC FIRST Bank,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,"Chennai, Pune, New Delhi
													+4 more",9.0,Naukri,4.5,2300.0,"Test strategy, Analytical, Banking",No,0.0,Chennai,"['Test Strategy', 'Analytical', 'Banking']"
Data Analyst CX,IDFC FIRST Bank,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,"Chennai, Pune, New Delhi
													+4 more",9.0,Naukri,4.5,2300.0,"Test strategy, Analytical, Banking",No,0.0,Chennai,"['Test Strategy', 'Analytical', 'Banking']"
Data Analyst - Cx,IDFC FIRST Bank,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,"Chennai, Pune, New Delhi
													+4 more",9.0,Naukri,4.5,2300.0,"Test strategy, Analytical, Banking",No,0.0,Chennai,"['Test Strategy', 'Analytical', 'Banking']"
Customer Master Data Analyst,Genpact,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,3.0,Naukri,3.9,27000.0,"Mdg, CMD, Master Data",No,0.0,Bengaluru,"['Mdg', 'Cmd', 'Master Data']"
"Senior, Data Analyst",Walmart Labs,5-6 Yrs,5.0,6.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,4.0,Naukri,4.0,2100.0,"Computer science, Data analysis, MS SQL",No,0.0,Bengaluru,"['Computer Science', 'Data Analysis', 'Ms Sql']"
Data Analyst,Reliance Retail,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,Mumbai,4.0,Naukri,4.0,19600.0,"Power Bi, MIS, Data Analysis",No,0.0,Mumbai,"['Power Bi', 'Mis', 'Data Analysis']"
Data Analyst- PSP Transformation,Faurecia,4-6 Yrs,4.0,6.0,Not Disclosed,0.0,0.0,Pune,3.0,Naukri,4.0,1100.0,"RPA, Power BI, Power Apps",No,0.0,Pune,"['Rpa', 'Power Bi', 'Power Apps']"
Senior Data Analyst,Optum Global Solutions (India) Private Limited,12-16 Yrs,12.0,16.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,6.0,Naukri,4.0,3500.0,"data warehouse, Power BI, Data Analysis",No,0.0,Bengaluru,"['Data Warehouse', 'Power Bi', 'Data Analysis']"
Senior Data Analyst - Cx,IDFC FIRST Bank,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,"Chennai, Pune, New Delhi
													+4 more",11.0,Naukri,4.5,2300.0,"Test strategy, Analytical, Manager Technology",No,0.0,Chennai,"['Test Strategy', 'Analytical', 'Manager Technology']"
Data Analyst,Amazon,2-4 Yrs,2.0,4.0,₹ 1.8 - 7L/yr (AmbitionBox estimate),180000.0,700000.0,"Delhi/Ncr, Bangalore / Bengaluru",11.0,Naukri,4.1,21700.0,"AWS technologies, Excel, SQL",Yes,440000.0,Delhi,"['Aws Technologies', 'Excel', 'Sql']"
Retail Data Analyst,IDFC FIRST Bank,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Mumbai,12.0,Naukri,4.5,2300.0,"Stress testing, Audit compliance, Regulatory reporting",No,0.0,Mumbai,"['Stress Testing', 'Audit Compliance', 'Regulatory Reporting']"
Senior Data Analyst-Credit Cards,IDFC FIRST Bank,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Mumbai,12.0,Naukri,4.5,2300.0,"Usage, Test strategy, Analytical",No,0.0,Mumbai,"['Usage', 'Test Strategy', 'Analytical']"
Senior Data Analyst - Cx,IDFC FIRST Bank,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Mumbai,12.0,Naukri,4.5,2300.0,"Test strategy, Analytical, Senior Data Analyst",No,0.0,Mumbai,"['Test Strategy', 'Analytical', 'Senior Data Analyst']"
Data Analyst-Retail Assets,IDFC FIRST Bank,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Mumbai,12.0,Naukri,4.5,2300.0,"Retail, Test strategy, Analytical",No,0.0,Mumbai,"['Retail', 'Test Strategy', 'Analytical']"
Senior Data Analyst,IDFC FIRST Bank,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Mumbai,12.0,Naukri,4.5,2300.0,"Usage, Test strategy, Analytical",No,0.0,Mumbai,"['Usage', 'Test Strategy', 'Analytical']"
FHIR Data Analyst,Infosys Limited,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,4.0,Naukri,3.8,33500.0,"HL7 FHIR implementation, Agile Methodologies, FHIR",No,0.0,Bengaluru,"['Hl7 Fhir Implementation', 'Agile Methodologies', 'Fhir']"
Healthcare Data Analyst,Infosys Limited,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,4.0,Naukri,3.8,33500.0,"PL/SQL, STTM creation, Data mapping",No,0.0,Bengaluru,"['Pl/Sql', 'Sttm Creation', 'Data Mapping']"
Specialist - Investments,Jardine Lloyd Thompson India Pvt Ltd.,2-5 Yrs,2.0,5.0,₹ 4.754 - 7L/yr (AmbitionBox estimate),475400.0,700000.0,Pune,3.0,Naukri,4.0,558.0,"Data management, RDBMS, Project management",Yes,587700.0,Pune,"['Data Management', 'Rdbms', 'Project Management']"
JP Morgan Chase - Reference Data Analyst (4-6 yrs),JP Morgan Chase,4-6 Yrs,4.0,6.0,Not Disclosed,0.0,0.0,Mumbai,16.0,iimjobs,4.1,5300.0,"Reference Data, IT Business Analyst, IT Jobs in BFSI",No,0.0,Mumbai,"['Reference Data', 'It Business Analyst', 'It Jobs In Bfsi']"
Veeva process specialists,Tech Mahindra,5-10 Yrs,5.0,10.0,₹ 7 - 12L/yr,700000.0,1200000.0,Hyderabad / Secunderabad,3.0,Naukri,3.7,28500.0,"CTMS, CDMS, Veeva",Yes,950000.0,Hyderabad,"['Ctms', 'Cdms', 'Veeva']"
Data Analyst/Sr. Analyst - SAS & Python,FedEx,3-8 Yrs,3.0,8.0,₹ 10 - 20L/yr,1000000.0,2000000.0,"Mumbai, Bangalore / Bengaluru",17.0,Naukri,4.2,1100.0,"Predictive Modeling, Logistic Regression, SAS",Yes,1500000.0,Mumbai,"['Predictive Modeling', 'Logistic Regression', 'Sas']"
Data Analyst For SAP Business Warehouse,Siemens Limited,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,Pune,2.0,Naukri,4.2,4200.0,"Automation, SAP, Project management",No,0.0,Pune,"['Automation', 'Sap', 'Project Management']"
Data Analyst- SQL,Gainwell Technologies,13-23 Yrs,13.0,23.0,Not Disclosed,0.0,0.0,"Chennai, Bangalore / Bengaluru",4.0,Naukri,4.0,83.0,"Query Optimization, Msql, Stored Procedures",No,0.0,Chennai,"['Query Optimization', 'Msql', 'Stored Procedures']"
Sr. Price & Data Analyst,Stanley Black & Decker,5-8 Yrs,5.0,8.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,4.0,Naukri,4.0,268.0,"AB Analysis, Pricing, Price Framework",No,0.0,Bengaluru,"['Ab Analysis', 'Pricing', 'Price Framework']"
FHIR Data Analyst,Infosys Limited,3-6 Yrs,3.0,6.0,₹ 3.5 - 9.45L/yr (AmbitionBox estimate),350000.0,945000.0,Bangalore / Bengaluru,11.0,Naukri,3.8,33500.0,"Agile Methodologies, CARIN, FHIR",Yes,647500.0,Bengaluru,"['Agile Methodologies', 'Carin', 'Fhir']"
Data Analyst - Qlikview / Qliksense,PwC Service Delivery Center,4-8 Yrs,4.0,8.0,Not Disclosed,0.0,0.0,Bangalore Rural,3.0,Naukri,3.5,7500.0,"Data Visualization, Data Analyst, QlikView",No,0.0,Bengaluru,"['Data Visualization', 'Data Analyst', 'Qlikview']"
Healthcare Data Analyst,Infosys Limited,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,12.0,Naukri,3.8,33500.0,"PL/SQL, STTM creation, Data mapping",No,0.0,Bengaluru,"['Pl/Sql', 'Sttm Creation', 'Data Mapping']"
Senior Associate - Workday Help - Reporting,TIAA,7-9 Yrs,7.0,9.0,Not Disclosed,0.0,0.0,Pune,2.0,Naukri,4.0,529.0,"Data analysis, Predictive modeling, Data quality",No,0.0,Pune,"['Data Analysis', 'Predictive Modeling', 'Data Quality']"
Automation and Data analyst Professional,Volvo Group,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,18.0,Naukri,4.1,604.0,"Automation, C",No,0.0,Bengaluru,"['Automation', 'C']"
Data Analyst,Foundever,4-9 Yrs,4.0,9.0,₹ 0.5 - 0.7L/yr,50000.0,70000.0,Chennai,11.0,Naukri,3.8,1700.0,"Power Bi, Dax, AWS",Yes,60000.0,Chennai,"['Power Bi', 'Dax', 'Aws']"
Consultant - Data Analyst,TransUnion Software Services Pvt. Ltd,4-8 Yrs,4.0,8.0,Not Disclosed,0.0,0.0,Mumbai,2.0,Naukri,4.0,320.0,"Bfsi, Analytical, Data collection",No,0.0,Mumbai,"['Bfsi', 'Analytical', 'Data Collection']"
Data Analyst,"PayPal Holdings, Inc.",3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,2.0,Naukri,3.9,813.0,"Computer science, Data analysis, Machine learning",No,0.0,Hyderabad,"['Computer Science', 'Data Analysis', 'Machine Learning']"
Data Analyst - Energy & Sustainability,CBRE,5-10 Yrs,5.0,10.0,₹ 10 - 20L/yr,1000000.0,2000000.0,"Mumbai Suburbs, Mumbai, Mumbai",27.0,Naukri,4.2,3400.0,"Energy Management, Data Analysis, Energy Audit",Yes,1500000.0,Mumbai Suburbs,"['Energy Management', 'Data Analysis', 'Energy Audit']"
Data Analyst,Wipro,2-4 Yrs,2.0,4.0,₹ 3 - 7.5L/yr (AmbitionBox estimate),300000.0,750000.0,Gurgaon / Gurugram,2.0,Naukri,3.8,41400.0,"Advance Excel, Power Bi, Data Analysis",Yes,525000.0,Gurugram,"['Advance Excel', 'Power Bi', 'Data Analysis']"
Data Analyst,Magna Steyr,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,17.0,Naukri,4.0,560.0,"Supply chain, Data analysis, Data management",No,0.0,Bengaluru,"['Supply Chain', 'Data Analysis', 'Data Management']"
Sr. Lead Data Analyst,Airtel,8-12 Yrs,8.0,12.0,Not Disclosed,0.0,0.0,Gurgaon / Gurugram,10.0,Naukri,4.0,12200.0,"R, Tableau, Python",No,0.0,Gurugram,"['R', 'Tableau', 'Python']"
Lead Data Analyst,Airtel,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,Gurgaon / Gurugram,10.0,Naukri,4.0,12200.0,"R, Data Analysis, Data Visualization",No,0.0,Gurugram,"['R', 'Data Analysis', 'Data Visualization']"
"HCL Tech- Job Opening For Data analyst @ Hyderabad, Bangalore",HCLTech,6-10 Yrs,6.0,10.0,Not Disclosed,0.0,0.0,"Bangalore Rural, Hyderabad / Secunderabad",10.0,Naukri,3.6,30200.0,"ETL, SCM, data analyst",No,0.0,Bengaluru,"['Etl', 'Scm', 'Data Analyst']"
Data Analyst,Nestle,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Gurgaon / Gurugram,24.0,Naukri,4.1,2000.0,"Automation, Natural Language Processing, Pandas",No,0.0,Gurugram,"['Automation', 'Natural Language Processing', 'Pandas']"
"Team Lead - Data Analyst, Category Marketing",Flipkart Internet Private Limited.,2-7 Yrs,2.0,7.0,₹ 2.5 - 8L/yr (AmbitionBox estimate),250000.0,800000.0,Bangalore / Bengaluru,11.0,Naukri,4.0,9600.0,"python, data analysis, data analytics",Yes,525000.0,Bengaluru,"['Python', 'Data Analysis', 'Data Analytics']"
Lead Data Analyst,Conneqt Digital,10-15 Yrs,10.0,15.0,₹ 12 - 22L/yr,1200000.0,2200000.0,Bangalore / Bengaluru,2.0,Naukri,3.7,8000.0,"Data Analysis, Stakeholder management, Data Products",Yes,1700000.0,Bengaluru,"['Data Analysis', 'Stakeholder Management', 'Data Products']"
Data Analyst,Conneqt Digital,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,2.0,Naukri,3.7,8000.0,"merging, Data Analysis, Data cleansing",No,0.0,Bengaluru,"['Merging', 'Data Analysis', 'Data Cleansing']"
JP Morgan Chase - Client Data Analyst (4-6 yrs),JP Morgan Chase,4-6 Yrs,4.0,6.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,28.0,iimjobs,4.1,5300.0,"KYC, AML, Banking",No,0.0,Hyderabad,"['Kyc', 'Aml', 'Banking']"
Data Analyst,Target Corporation India Pvt Ltd,2-4 Yrs,2.0,4.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,16.0,Naukri,4.2,579.0,"Supply chain, Automation, SAP",No,0.0,Bengaluru,"['Supply Chain', 'Automation', 'Sap']"
Data Analyst,Infosys,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,"Pune, Bangalore / Bengaluru, Bangalore Rural",19.0,Naukri,3.8,33500.0,"ETL, banking domain, SQL",No,0.0,Pune,"['Etl', 'Banking Domain', 'Sql']"
Reference Data Analyst,DEUTSCHE BANK AG,3-5 Yrs,3.0,5.0,₹ 4.7 - 6L/yr (AmbitionBox estimate),470000.0,600000.0,Jaipur,10.0,Naukri,4.0,2900.0,"derivatives, Excel, Swap",Yes,535000.0,Jaipur,"['Derivatives', 'Excel', 'Swap']"
"Junior /Assistant Manager - Data Analyst, Variance I Mumbai",Parle,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,Mumbai,10.0,Naukri,4.0,1400.0,"SAP, Data Analysis, Variance Analysis",No,0.0,Mumbai,"['Sap', 'Data Analysis', 'Variance Analysis']"
Executive QA- Data Analyst,Parle,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Mumbai,10.0,Naukri,4.0,1400.0,"SAP, Data Analysis, quality deviation",No,0.0,Mumbai,"['Sap', 'Data Analysis', 'Quality Deviation']"
Power BI Microsoft - Executive / Data Analyst,Sone India Group Of Industries,2-6 Yrs,2.0,6.0,Not Disclosed,0.0,0.0,"New Delhi, Netaji subhash place",11.0,Naukri,4.8,51.0,"data cleansing, data analysis, Power BI",No,0.0,Delhi,"['Data Cleansing', 'Data Analysis', 'Power Bi']"
Lead Data Research Analyst,Morningstar India (P) Ltd.,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,Mumbai,4.0,Naukri,3.9,928.0,"Automation, Corporate actions, Data management",No,0.0,Mumbai,"['Automation', 'Corporate Actions', 'Data Management']"
"SENIOR, DATA ANALYST",Walmart Labs,3-8 Yrs,3.0,8.0,₹ 3.35 - 30L/yr (AmbitionBox estimate),335000.0,3000000.0,Bangalore / Bengaluru,24.0,Naukri,4.0,2100.0,"Data analysis, Automation, Data management",Yes,1667500.0,Bengaluru,"['Data Analysis', 'Automation', 'Data Management']"
Data Analyst,NextComm Corporation India,1-8 Yrs,1.0,8.0,Not Disclosed,0.0,0.0,"Chennai, Pune, New Delhi
													+4 more",30.0,Naukri,4.9,1200.0,"data mining, data cleansing, data analysis",No,0.0,Chennai,"['Data Mining', 'Data Cleansing', 'Data Analysis']"
HSSE Q&R Data Analyst,SBM Offshore,6-9 Yrs,6.0,9.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,5.0,Naukri,4.3,64.0,"Computer science, Usage, SAP",No,0.0,Bengaluru,"['Computer Science', 'Usage', 'Sap']"
Senior Data Analyst,Guidehouse,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,"Chennai, Thiruvananthapuram",4.0,Naukri,4.0,513.0,"Product management, Executive leadership, Change management",No,0.0,Chennai,"['Product Management', 'Executive Leadership', 'Change Management']"
Data Analyst,Suryoday Small Finance Bank,1-5 Yrs,1.0,5.0,Not Disclosed,0.0,0.0,Navi Mumbai,9.0,Naukri,4.1,965.0,"Data Analysis, Data Analytics, Data Reporting",No,0.0,Navi Mumbai,"['Data Analysis', 'Data Analytics', 'Data Reporting']"
Data Analyst,Infosys,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,23.0,Naukri,3.8,33500.0,"HL7, HL, Fhir",No,0.0,Bengaluru,"['Hl7', 'Hl', 'Fhir']"
Data Scientist / Data Analyst,Siemens Limited,3-5 Yrs,3.0,5.0,₹ 5 - 9.8L/yr (AmbitionBox estimate),500000.0,980000.0,Panaji/Panjim,16.0,Naukri,4.2,4200.0,"Data analysis, Analytical, Machine learning",Yes,740000.0,Panaji,"['Data Analysis', 'Analytical', 'Machine Learning']"
Sr Business Process Analyst (Sr Data Analyst- Hardware),Kronos Solutions India Pvt. Ltd.,6-11 Yrs,6.0,11.0,Not Disclosed,0.0,0.0,Noida,1.0,Naukri,3.6,459.0,"configuration management, technical support, it support",No,0.0,Noida,"['Configuration Management', 'Technical Support', 'It Support']"
Data Analyst,"PayPal Holdings, Inc.",2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,12.0,Naukri,3.9,813.0,"SAS, Analytical, Finance",No,0.0,Bengaluru,"['Sas', 'Analytical', 'Finance']"
Urgent Opening !!!  Data Analyst - IIT/NIT /IIM Engineer/MBA,Angel One,4-8 Yrs,4.0,8.0,₹ 11 - 21L/yr,1100000.0,2100000.0,Mumbai,2.0,Naukri,3.9,1300.0,"Data Querying, Power BI, Data Analysis",Yes,1600000.0,Mumbai,"['Data Querying', 'Power Bi', 'Data Analysis']"
Job || Lead Data Analyst || Wipro || Gurugram,Wipro Limited,5-10 Yrs,5.0,10.0,₹ 10 - 20L/yr,1000000.0,2000000.0,Gurgaon / Gurugram,11.0,Naukri,3.8,41400.0,"Data Analyst, Data Modeling, ETL",Yes,1500000.0,Gurugram,"['Data Analyst', 'Data Modeling', 'Etl']"
Data Analyst And MIS Lead For Gurgaon,Wipro Limited,3-8 Yrs,3.0,8.0,₹ 5 - 8.5L/yr,500000.0,850000.0,Gurgaon / Gurugram,11.0,Naukri,3.8,41400.0,"Google Sheets, Automation, Power Bi",Yes,675000.0,Gurugram,"['Google Sheets', 'Automation', 'Power Bi']"
"Data Analyst(Sql,SAS)",TELUS International,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,Noida,10.0,Naukri,3.8,957.0,"Data Transformation, Metadata Management, SAS",No,0.0,Noida,"['Data Transformation', 'Metadata Management', 'Sas']"
Data Analyst 2,"PayPal Holdings, Inc.",3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,Chennai,13.0,Naukri,3.9,813.0,"Automation, Analytical, Finance",No,0.0,Chennai,"['Automation', 'Analytical', 'Finance']"
Data Analyst,Birlasoft,4-6 Yrs,4.0,6.0,Not Disclosed,0.0,0.0,"Gurgaon / Gurugram, India",5.0,Naukri,3.8,2400.0,"IICS, Postgresql, Pl Sql Procedures",No,0.0,Gurugram,"['Iics', 'Postgresql', 'Pl Sql Procedures']"
Cimpress - HR Data Analyst (2-5 yrs),Cimpress India,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,"Mumbai, Bangalore / Bengaluru",11.0,iimjobs,3.9,266.0,"HR Analytics, HR Operations, HR Jobs in IT/ITeS",No,0.0,Mumbai,"['Hr Analytics', 'Hr Operations', 'Hr Jobs In It/Ites']"
SQL Developer (Data Analyst),Teleperformance (TP),4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,"Hyderabad / Secunderabad, Gurgaon / Gurugram",24.0,Naukri,3.8,23600.0,"T-SQL, SQL Development, SQL Queries",No,0.0,Hyderabad,"['T-Sql', 'Sql Development', 'Sql Queries']"
Data Analyst,Photon Infotech P Ltd,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,"Chennai, Bangalore / Bengaluru",5.0,Naukri,4.0,1400.0,"data cleansing, Data analysis, SAS",No,0.0,Chennai,"['Data Cleansing', 'Data Analysis', 'Sas']"
Lead Data Analyst,Photon Infotech P Ltd,8-13 Yrs,8.0,13.0,Not Disclosed,0.0,0.0,"Chennai, Bangalore / Bengaluru",5.0,Naukri,4.0,1400.0,"Data analysis, SAS, Data management",No,0.0,Chennai,"['Data Analysis', 'Sas', 'Data Management']"
Data Analyst SAS,GRANT THORNTON BHARAT LLP,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,"Bangalore / Bengaluru, Kolkata",2.0,Naukri,3.7,708.0,"excel, credit risk management, model validation",No,0.0,Bengaluru,"['Excel', 'Credit Risk Management', 'Model Validation']"
Senior Associate - Data Scientist,Pricewaterhouse Coopers Private Limited,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,Gurgaon / Gurugram,17.0,Naukri,3.5,7500.0,"Data analysis, Data modeling, Analytical",No,0.0,Gurugram,"['Data Analysis', 'Data Modeling', 'Analytical']"
Reference Data Analyst,Deutsche Bank,1-5 Yrs,1.0,5.0,Not Disclosed,0.0,0.0,Jaipur,17.0,Naukri,4.0,2900.0,"SSI, Swift Messaging, Trade Settlements",No,0.0,Jaipur,"['Ssi', 'Swift Messaging', 'Trade Settlements']"
Statistical Data Analyst,Altimetrik,6-11 Yrs,6.0,11.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,4.0,Naukri,3.8,882.0,"Regression, Ab Testing, Hypothesis",No,0.0,Bengaluru,"['Regression', 'Ab Testing', 'Hypothesis']"
Data Analyst - HR,JSW Steel,8-13 Yrs,8.0,13.0,Not Disclosed,0.0,0.0,Navi Mumbai,19.0,Naukri,4.0,4900.0,"Data Analytics, HR Analytics",No,0.0,Navi Mumbai,"['Data Analytics', 'Hr Analytics']"
Data Analyst,Nxtwave Disruptive Technologies,1-4 Yrs,1.0,4.0,Not Disclosed,0.0,0.0,Hyderabad / Secunderabad,1.0,Naukri,3.9,494.0,"Excel, Power Bi, Bigquery",No,0.0,Hyderabad,"['Excel', 'Power Bi', 'Bigquery']"
Data Analyst,MSCI,0-3 Yrs,0.0,3.0,Not Disclosed,0.0,0.0,Mumbai,3.0,Naukri,4.1,221.0,"Unix, Financial statements, Manager Quality Assurance",No,0.0,Mumbai,"['Unix', 'Financial Statements', 'Manager Quality Assurance']"
Index Input Data Analyst,MSCI,1-2 Yrs,1.0,2.0,₹ 3.4 - 12L/yr (AmbitionBox estimate),340000.0,1200000.0,Mumbai,3.0,Naukri,4.1,221.0,"Data analysis, Automation, Manager Quality Assurance",Yes,770000.0,Mumbai,"['Data Analysis', 'Automation', 'Manager Quality Assurance']"
Corporate Events Data Analyst,MSCI,1-2 Yrs,1.0,2.0,₹ 3.4 - 12L/yr (AmbitionBox estimate),340000.0,1200000.0,Mumbai,3.0,Naukri,4.1,221.0,"CVS, Corporate actions, Networking",Yes,770000.0,Mumbai,"['Cvs', 'Corporate Actions', 'Networking']"
Data Analyst (SQL+Tableau) - AVP,Deutsche Bank,10-16 Yrs,10.0,16.0,Not Disclosed,0.0,0.0,Jaipur,18.0,Naukri,4.0,2900.0,"Data Engineering, SQL Development, Data Analysis",No,0.0,Jaipur,"['Data Engineering', 'Sql Development', 'Data Analysis']"
Azure Data Analyst || Product Based MNC (Direct Payroll) || Kolkata,Digital Aptech,4-8 Yrs,4.0,8.0,₹ 7 - 16L/yr,700000.0,1600000.0,Kolkata,9.0,Naukri,4.5,107.0,"Data Management, ETL Tool, SQL Azure",Yes,1150000.0,Kolkata,"['Data Management', 'Etl Tool', 'Sql Azure']"
Data Analyst,Angel One,2-5 Yrs,2.0,5.0,₹ 17 - 25L/yr,1700000.0,2500000.0,Mumbai,5.0,Naukri,3.9,1300.0,"python, Power Bi, Tableau",Yes,2100000.0,Mumbai,"['Python', 'Power Bi', 'Tableau']"
Data Analyst,Synechron,5-14 Yrs,5.0,14.0,Not Disclosed,0.0,0.0,Mumbai,8.0,Naukri,3.6,2500.0,"Data analysis, Data modeling, Underwriting",No,0.0,Mumbai,"['Data Analysis', 'Data Modeling', 'Underwriting']"
Data Analyst- Graphic Designer,Genpact,1-6 Yrs,1.0,6.0,₹ 2 - 6L/yr,200000.0,600000.0,Noida,30.0,Naukri,3.9,27000.0,"Print Design, Illustrator, Graphic Designing",Yes,400000.0,Noida,"['Print Design', 'Illustrator', 'Graphic Designing']"
upGrad - Data Analyst - CRM (5-8 yrs),upgrad,5-8 Yrs,5.0,8.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,3.0,iimjobs,3.8,1600.0,"Analytics, Data Analytics, Web Analytics",No,0.0,Bengaluru,"['Analytics', 'Data Analytics', 'Web Analytics']"
EDA Data Analyst,NXP Semiconductors,6-8 Yrs,6.0,8.0,Not Disclosed,0.0,0.0,Bangalore / Bengaluru,12.0,Naukri,3.9,208.0,"Automation, Data analysis, Linux",No,0.0,Bengaluru,"['Automation', 'Data Analysis', 'Linux']"
